time_step,subject_id,activity_id,activity_name,total_acc_x
150,1,5,STANDING,1.021675
151,1,5,STANDING,1.019989
152,1,5,STANDING,1.017997
153,1,5,STANDING,1.017391
154,1,5,STANDING,1.017994
155,1,5,STANDING,1.021661
156,1,5,STANDING,1.022348
157,1,5,STANDING,1.020336
158,1,5,STANDING,1.019066
159,1,5,STANDING,1.018882
160,1,5,STANDING,1.020013
161,1,5,STANDING,1.018262
162,1,5,STANDING,1.017474
163,1,5,STANDING,1.018954
164,1,5,STANDING,1.019628
165,1,5,STANDING,1.022794
166,1,5,STANDING,1.024238
167,1,5,STANDING,1.022783
168,1,5,STANDING,1.020487
169,1,5,STANDING,1.018146
170,1,5,STANDING,1.019779
171,1,5,STANDING,1.019922
172,1,5,STANDING,1.018709
173,1,5,STANDING,1.01998
174,1,5,STANDING,1.019301
175,1,5,STANDING,1.019243
176,1,5,STANDING,1.020169
177,1,5,STANDING,1.020892
178,1,5,STANDING,1.022771
179,1,5,STANDING,1.021553
180,1,5,STANDING,1.019811
181,1,5,STANDING,1.020246
182,1,5,STANDING,1.019291
183,1,5,STANDING,1.019258
184,1,5,STANDING,1.020736
185,1,5,STANDING,1.02095
186,1,5,STANDING,1.020491
187,1,5,STANDING,1.018685
188,1,5,STANDING,1.01566
189,1,5,STANDING,1.014788
190,1,5,STANDING,1.016499
191,1,5,STANDING,1.017849
192,1,5,STANDING,1.017682
193,1,5,STANDING,1.018149
194,1,5,STANDING,1.019854
195,1,5,STANDING,1.01988
196,1,5,STANDING,1.019121
197,1,5,STANDING,1.020479
198,1,5,STANDING,1.020595
199,1,5,STANDING,1.01634
200,1,5,STANDING,1.010611
201,1,5,STANDING,1.009013
202,1,5,STANDING,1.015016
203,1,5,STANDING,1.024026
204,1,5,STANDING,1.027664
205,1,5,STANDING,1.022425
206,1,5,STANDING,1.015007
207,1,5,STANDING,1.014774
208,1,5,STANDING,1.017851
209,1,5,STANDING,1.019387
210,1,5,STANDING,1.021093
211,1,5,STANDING,1.022092
212,1,5,STANDING,1.024232
213,1,5,STANDING,1.025311
214,1,5,STANDING,1.022033
215,1,5,STANDING,1.020125
216,1,5,STANDING,1.02158
217,1,5,STANDING,1.022957
218,1,5,STANDING,1.022148
219,1,5,STANDING,1.021799
220,1,5,STANDING,1.022725
221,1,5,STANDING,1.02178
222,1,5,STANDING,1.020903
223,1,5,STANDING,1.019081
224,1,5,STANDING,1.017221
225,1,5,STANDING,1.019547
226,1,5,STANDING,1.02177
227,1,5,STANDING,1.022134
228,1,5,STANDING,1.020713
229,1,5,STANDING,1.018487
230,1,5,STANDING,1.020331
231,1,5,STANDING,1.024399
232,1,5,STANDING,1.026768
233,1,5,STANDING,1.023704
234,1,5,STANDING,1.016694
235,1,5,STANDING,1.014855
236,1,5,STANDING,1.017545
237,1,5,STANDING,1.022063
238,1,5,STANDING,1.026897
239,1,5,STANDING,1.025257
240,1,5,STANDING,1.022442
241,1,5,STANDING,1.022451
242,1,5,STANDING,1.020104
243,1,5,STANDING,1.02014
244,1,5,STANDING,1.020892
245,1,5,STANDING,1.018699
246,1,5,STANDING,1.020304
247,1,5,STANDING,1.021516
248,1,5,STANDING,1.019417
249,1,5,STANDING,1.019312
250,1,5,STANDING,1.019448
251,1,5,STANDING,1.019434
252,1,5,STANDING,1.019916
253,1,5,STANDING,1.021041
254,1,5,STANDING,1.022935
255,1,5,STANDING,1.022019
256,1,5,STANDING,1.019952
257,1,5,STANDING,1.019616
258,1,5,STANDING,1.020933
259,1,5,STANDING,1.023061
260,1,5,STANDING,1.022242
261,1,5,STANDING,1.020867
262,1,5,STANDING,1.021939
263,1,5,STANDING,1.0223
264,1,5,STANDING,1.022302
265,1,5,STANDING,1.022254
266,1,5,STANDING,1.021854
267,1,5,STANDING,1.02155
268,1,5,STANDING,1.020452
269,1,5,STANDING,1.020845
270,1,5,STANDING,1.022117
271,1,5,STANDING,1.02201
272,1,5,STANDING,1.021345
273,1,5,STANDING,1.019568
274,1,5,STANDING,1.018964
275,1,5,STANDING,1.019953
276,1,5,STANDING,1.020229
277,1,5,STANDING,1.021055
278,1,5,STANDING,1.021071
279,1,5,STANDING,1.020661
280,1,5,STANDING,1.021936
281,1,5,STANDING,1.022134
282,1,5,STANDING,1.020409
283,1,5,STANDING,1.018856
284,1,5,STANDING,1.019397
285,1,5,STANDING,1.020827
286,1,5,STANDING,1.020824
287,1,5,STANDING,1.020529
288,1,5,STANDING,1.019106
289,1,5,STANDING,1.017155
290,1,5,STANDING,1.01749
291,1,5,STANDING,1.018337
292,1,5,STANDING,1.018905
293,1,5,STANDING,1.018994
294,1,5,STANDING,1.01826
295,1,5,STANDING,1.018166
296,1,5,STANDING,1.018076
297,1,5,STANDING,1.019054
298,1,5,STANDING,1.020879
299,1,5,STANDING,1.020772
300,1,5,STANDING,1.019931
301,1,5,STANDING,1.019357
302,1,5,STANDING,1.020142
303,1,5,STANDING,1.021285
304,1,5,STANDING,1.01964
305,1,5,STANDING,1.018241
306,1,5,STANDING,1.018862
307,1,5,STANDING,1.019617
308,1,5,STANDING,1.019715
309,1,5,STANDING,1.019507
310,1,5,STANDING,1.021295
311,1,5,STANDING,1.022934
312,1,5,STANDING,1.022183
313,1,5,STANDING,1.021637
314,1,5,STANDING,1.020598
315,1,5,STANDING,1.018887
316,1,5,STANDING,1.019161
317,1,5,STANDING,1.019916
318,1,5,STANDING,1.019602
319,1,5,STANDING,1.020735
320,1,5,STANDING,1.021278
321,1,5,STANDING,1.018878
322,1,5,STANDING,1.019219
323,1,5,STANDING,1.021986
324,1,5,STANDING,1.022246
325,1,5,STANDING,1.02124
326,1,5,STANDING,1.019609
327,1,5,STANDING,1.018947
328,1,5,STANDING,1.019762
329,1,5,STANDING,1.019384
330,1,5,STANDING,1.019324
331,1,5,STANDING,1.019633
332,1,5,STANDING,1.019283
333,1,5,STANDING,1.019523
334,1,5,STANDING,1.020173
335,1,5,STANDING,1.022936
336,1,5,STANDING,1.026194
337,1,5,STANDING,1.025169
338,1,5,STANDING,1.022234
339,1,5,STANDING,1.01841
340,1,5,STANDING,1.013645
341,1,5,STANDING,1.014617
342,1,5,STANDING,1.017864
343,1,5,STANDING,1.017225
344,1,5,STANDING,1.019428
345,1,5,STANDING,1.022263
346,1,5,STANDING,1.021587
347,1,5,STANDING,1.020767
348,1,5,STANDING,1.017805
349,1,5,STANDING,1.017798
350,1,5,STANDING,1.021836
351,1,5,STANDING,1.023378
352,1,5,STANDING,1.024073
353,1,5,STANDING,1.022197
354,1,5,STANDING,1.020102
355,1,5,STANDING,1.021246
356,1,5,STANDING,1.022246
357,1,5,STANDING,1.022881
358,1,5,STANDING,1.021635
359,1,5,STANDING,1.020924
360,1,5,STANDING,1.019791
361,1,5,STANDING,1.01609
362,1,5,STANDING,1.016643
363,1,5,STANDING,1.018899
364,1,5,STANDING,1.020067
365,1,5,STANDING,1.021257
366,1,5,STANDING,1.020614
367,1,5,STANDING,1.019587
368,1,5,STANDING,1.017337
369,1,5,STANDING,1.016364
370,1,5,STANDING,1.018771
371,1,5,STANDING,1.020942
372,1,5,STANDING,1.021323
373,1,5,STANDING,1.020792
374,1,5,STANDING,1.022687
375,1,5,STANDING,1.02367
376,1,5,STANDING,1.019899
377,1,5,STANDING,1.017381
378,1,5,STANDING,1.020389
379,1,5,STANDING,1.023884
380,1,5,STANDING,1.021753
381,1,5,STANDING,1.019425
382,1,5,STANDING,1.018896
383,1,5,STANDING,1.016787
384,1,5,STANDING,1.016458
385,1,5,STANDING,1.016084
386,1,5,STANDING,1.018847
387,1,5,STANDING,1.023973
388,1,5,STANDING,1.019743
389,1,5,STANDING,1.016427
390,1,5,STANDING,1.021919
391,1,5,STANDING,1.025077
392,1,5,STANDING,1.025249
393,1,5,STANDING,1.024711
394,1,5,STANDING,1.022941
395,1,5,STANDING,1.021915
396,1,5,STANDING,1.021757
397,1,5,STANDING,1.021835
398,1,5,STANDING,1.021238
399,1,5,STANDING,1.020903
400,1,5,STANDING,1.019398
401,1,5,STANDING,1.0169
402,1,5,STANDING,1.018283
403,1,5,STANDING,1.019588
404,1,5,STANDING,1.01885
405,1,5,STANDING,1.018999
406,1,5,STANDING,1.017655
407,1,5,STANDING,1.017879
408,1,5,STANDING,1.019592
409,1,5,STANDING,1.019244
410,1,5,STANDING,1.019651
411,1,5,STANDING,1.019465
412,1,5,STANDING,1.019173
413,1,5,STANDING,1.019809
414,1,5,STANDING,1.019181
415,1,5,STANDING,1.019495
416,1,5,STANDING,1.019778
417,1,5,STANDING,1.020253
418,1,5,STANDING,1.022243
419,1,5,STANDING,1.022296
420,1,5,STANDING,1.021207
421,1,5,STANDING,1.020592
422,1,5,STANDING,1.020688
423,1,5,STANDING,1.021118
424,1,5,STANDING,1.020648
425,1,5,STANDING,1.020834
426,1,5,STANDING,1.020796
427,1,5,STANDING,1.019934
428,1,5,STANDING,1.020202
429,1,5,STANDING,1.021135
430,1,5,STANDING,1.021995
431,1,5,STANDING,1.022282
432,1,5,STANDING,1.02229
433,1,5,STANDING,1.022236
434,1,5,STANDING,1.022095
435,1,5,STANDING,1.022009
436,1,5,STANDING,1.02038
437,1,5,STANDING,1.018655
438,1,5,STANDING,1.018125
439,1,5,STANDING,1.016268
440,1,5,STANDING,1.014853
441,1,5,STANDING,1.016995
442,1,5,STANDING,1.019053
443,1,5,STANDING,1.018119
444,1,5,STANDING,1.018539
445,1,5,STANDING,1.020341
446,1,5,STANDING,1.020415
447,1,5,STANDING,1.021908
448,1,5,STANDING,1.023996
449,1,5,STANDING,1.024485
450,1,5,STANDING,1.02512
451,1,5,STANDING,1.023884
452,1,5,STANDING,1.021244
453,1,5,STANDING,1.019876
454,1,5,STANDING,1.018095
455,1,5,STANDING,1.016068
456,1,5,STANDING,1.016961
457,1,5,STANDING,1.020785
458,1,5,STANDING,1.023171
459,1,5,STANDING,1.021861
460,1,5,STANDING,1.019083
461,1,5,STANDING,1.017954
462,1,5,STANDING,1.020559
463,1,5,STANDING,1.023772
464,1,5,STANDING,1.024165
465,1,5,STANDING,1.024125
466,1,5,STANDING,1.022127
467,1,5,STANDING,1.017759
468,1,5,STANDING,1.018164
469,1,5,STANDING,1.019983
470,1,5,STANDING,1.018756
471,1,5,STANDING,1.019756
472,1,5,STANDING,1.019756
473,1,5,STANDING,1.018933
474,1,5,STANDING,1.021144
475,1,5,STANDING,1.021757
476,1,5,STANDING,1.022396
477,1,5,STANDING,1.022788
478,1,5,STANDING,1.022324
479,1,5,STANDING,1.023615
480,1,5,STANDING,1.022696
481,1,5,STANDING,1.022405
482,1,5,STANDING,1.021916
483,1,5,STANDING,1.016982
484,1,5,STANDING,1.014804
485,1,5,STANDING,1.017978
486,1,5,STANDING,1.02257
487,1,5,STANDING,1.023087
488,1,5,STANDING,1.020983
489,1,5,STANDING,1.020867
490,1,5,STANDING,1.019158
491,1,5,STANDING,1.019881
492,1,5,STANDING,1.022919
493,1,5,STANDING,1.021859
494,1,5,STANDING,1.020885
495,1,5,STANDING,1.019057
496,1,5,STANDING,1.01704
497,1,5,STANDING,1.01835
498,1,5,STANDING,1.018236
499,1,5,STANDING,1.017752
500,1,5,STANDING,1.018462
501,1,5,STANDING,1.01938
502,1,5,STANDING,1.022407
503,1,5,STANDING,1.024753
504,1,5,STANDING,1.024566
505,1,5,STANDING,1.024441
506,1,5,STANDING,1.023631
507,1,5,STANDING,1.021504
508,1,5,STANDING,1.021849
509,1,5,STANDING,1.023488
510,1,5,STANDING,1.024454
511,1,5,STANDING,1.027167
512,1,5,STANDING,1.026736
513,1,5,STANDING,1.023176
514,1,5,STANDING,1.02186
515,1,5,STANDING,1.020367
516,1,5,STANDING,1.021373
517,1,5,STANDING,1.023305
518,1,5,STANDING,1.021698
519,1,5,STANDING,1.022153
520,1,5,STANDING,1.022636
521,1,5,STANDING,1.021395
522,1,5,STANDING,1.020755
523,1,5,STANDING,1.018996
524,1,5,STANDING,1.019993
525,1,5,STANDING,1.021769
526,1,5,STANDING,1.020489
527,1,5,STANDING,1.021054
528,1,5,STANDING,1.022932
529,1,5,STANDING,1.023723
530,1,5,STANDING,1.023038
531,1,5,STANDING,1.020668
532,1,5,STANDING,1.017759
533,1,5,STANDING,1.014837
534,1,5,STANDING,1.017029
535,1,5,STANDING,1.021478
536,1,5,STANDING,1.019325
537,1,5,STANDING,1.018399
538,1,5,STANDING,1.020553
539,1,5,STANDING,1.018936
540,1,5,STANDING,1.019081
541,1,5,STANDING,1.019148
542,1,5,STANDING,1.017163
543,1,5,STANDING,1.018301
544,1,5,STANDING,1.018454
545,1,5,STANDING,1.019086
546,1,5,STANDING,1.022756
547,1,5,STANDING,1.024152
548,1,5,STANDING,1.02286
549,1,5,STANDING,1.021539
550,1,5,STANDING,1.021926
551,1,5,STANDING,1.020828
552,1,5,STANDING,1.018435
553,1,5,STANDING,1.019487
554,1,5,STANDING,1.019893
555,1,5,STANDING,1.018998
556,1,5,STANDING,1.019661
557,1,5,STANDING,1.019461
558,1,5,STANDING,1.019302
559,1,5,STANDING,1.01978
560,1,5,STANDING,1.020237
561,1,5,STANDING,1.020954
562,1,5,STANDING,1.020077
563,1,5,STANDING,1.018554
564,1,5,STANDING,1.017701
565,1,5,STANDING,1.016524
566,1,5,STANDING,1.017306
567,1,5,STANDING,1.019716
568,1,5,STANDING,1.019323
569,1,5,STANDING,1.017351
570,1,5,STANDING,1.01671
571,1,5,STANDING,1.01814
572,1,5,STANDING,1.02037
573,1,5,STANDING,1.019584
574,1,5,STANDING,1.01879
575,1,5,STANDING,1.019997
576,1,5,STANDING,1.019289
577,1,5,STANDING,1.019233
578,1,5,STANDING,1.019822
579,1,5,STANDING,1.019299
580,1,5,STANDING,1.020475
581,1,5,STANDING,1.020996
582,1,5,STANDING,1.019846
583,1,5,STANDING,1.019367
584,1,5,STANDING,1.020357
585,1,5,STANDING,1.022286
586,1,5,STANDING,1.022278
587,1,5,STANDING,1.021153
588,1,5,STANDING,1.020673
589,1,5,STANDING,1.020645
590,1,5,STANDING,1.021089
591,1,5,STANDING,1.020556
592,1,5,STANDING,1.019839
593,1,5,STANDING,1.01974
594,1,5,STANDING,1.02093
595,1,5,STANDING,1.023064
596,1,5,STANDING,1.022372
597,1,5,STANDING,1.021637
598,1,5,STANDING,1.022514
599,1,5,STANDING,1.021025
600,1,5,STANDING,1.019498
601,1,5,STANDING,1.019352
602,1,5,STANDING,1.019667
603,1,5,STANDING,1.021429
604,1,5,STANDING,1.022677
605,1,5,STANDING,1.022196
606,1,5,STANDING,1.021249
607,1,5,STANDING,1.021502
608,1,5,STANDING,1.022552
609,1,5,STANDING,1.021966
610,1,5,STANDING,1.01988
611,1,5,STANDING,1.01722
612,1,5,STANDING,1.016617
613,1,5,STANDING,1.020583
614,1,5,STANDING,1.024263
615,1,5,STANDING,1.02278
616,1,5,STANDING,1.019566
617,1,5,STANDING,1.019212
618,1,5,STANDING,1.020475
619,1,5,STANDING,1.021108
620,1,5,STANDING,1.020587
621,1,5,STANDING,1.018627
622,1,5,STANDING,1.016919
623,1,5,STANDING,1.017141
624,1,5,STANDING,1.018809
625,1,5,STANDING,1.020668
626,1,5,STANDING,1.023582
627,1,5,STANDING,1.02593
628,1,5,STANDING,1.02284
629,1,5,STANDING,1.019177
630,1,5,STANDING,1.019385
631,1,5,STANDING,1.019726
632,1,5,STANDING,1.021275
633,1,5,STANDING,1.022888
634,1,5,STANDING,1.02237
635,1,5,STANDING,1.022934
636,1,5,STANDING,1.023982
637,1,5,STANDING,1.024099
638,1,5,STANDING,1.025135
639,1,5,STANDING,1.027036
640,1,5,STANDING,1.025473
641,1,5,STANDING,1.019491
642,1,5,STANDING,1.015506
643,1,5,STANDING,1.018452
644,1,5,STANDING,1.024693
645,1,5,STANDING,1.02561
646,1,5,STANDING,1.0227
647,1,5,STANDING,1.022235
648,1,5,STANDING,1.023739
649,1,5,STANDING,1.025894
650,1,5,STANDING,1.023959
651,1,5,STANDING,1.017969
652,1,5,STANDING,1.01388
653,1,5,STANDING,1.013391
654,1,5,STANDING,1.015214
655,1,5,STANDING,1.016215
656,1,5,STANDING,1.021132
657,1,5,STANDING,1.026166
658,1,5,STANDING,1.022978
659,1,5,STANDING,1.023444
660,1,5,STANDING,1.027358
661,1,5,STANDING,1.027447
662,1,5,STANDING,1.026603
663,1,5,STANDING,1.023803
664,1,5,STANDING,1.023801
665,1,5,STANDING,1.024315
666,1,5,STANDING,1.022278
667,1,5,STANDING,1.022375
668,1,5,STANDING,1.020388
669,1,5,STANDING,1.020063
670,1,5,STANDING,1.021539
671,1,5,STANDING,1.017524
672,1,5,STANDING,1.013031
673,1,5,STANDING,1.01161
674,1,5,STANDING,1.018623
675,1,5,STANDING,1.02821
676,1,5,STANDING,1.025535
677,1,5,STANDING,1.02326
678,1,5,STANDING,1.027313
679,1,5,STANDING,1.025845
680,1,5,STANDING,1.022879
681,1,5,STANDING,1.020244
682,1,5,STANDING,1.018097
683,1,5,STANDING,1.020021
684,1,5,STANDING,1.019525
685,1,5,STANDING,1.01789
686,1,5,STANDING,1.018561
687,1,5,STANDING,1.018752
688,1,5,STANDING,1.021253
689,1,5,STANDING,1.024128
690,1,5,STANDING,1.025298
691,1,5,STANDING,1.025407
692,1,5,STANDING,1.023292
693,1,5,STANDING,1.022227
694,1,5,STANDING,1.02025
695,1,5,STANDING,1.017532
696,1,5,STANDING,1.018646
697,1,5,STANDING,1.020794
698,1,5,STANDING,1.022905
699,1,5,STANDING,1.022754
700,1,5,STANDING,1.021006
701,1,5,STANDING,1.020917
702,1,5,STANDING,1.018978
703,1,5,STANDING,1.018788
704,1,5,STANDING,1.020709
705,1,5,STANDING,1.020728
706,1,5,STANDING,1.022704
707,1,5,STANDING,1.022694
708,1,5,STANDING,1.020416
709,1,5,STANDING,1.021613
710,1,5,STANDING,1.023455
711,1,5,STANDING,1.025244
712,1,5,STANDING,1.023925
713,1,5,STANDING,1.02034
714,1,5,STANDING,1.020684
715,1,5,STANDING,1.018993
716,1,5,STANDING,1.01574
717,1,5,STANDING,1.015745
718,1,5,STANDING,1.016651
719,1,5,STANDING,1.019938
720,1,5,STANDING,1.021153
721,1,5,STANDING,1.020318
722,1,5,STANDING,1.022209
723,1,5,STANDING,1.021228
724,1,5,STANDING,1.019447
725,1,5,STANDING,1.019458
726,1,5,STANDING,1.019467
727,1,5,STANDING,1.021617
728,1,5,STANDING,1.022265
729,1,5,STANDING,1.020469
730,1,5,STANDING,1.018873
731,1,5,STANDING,1.019398
732,1,5,STANDING,1.021952
733,1,5,STANDING,1.022531
734,1,5,STANDING,1.023229
735,1,5,STANDING,1.023935
736,1,5,STANDING,1.022857
737,1,5,STANDING,1.021136
738,1,5,STANDING,1.01848
739,1,5,STANDING,1.019117
740,1,5,STANDING,1.020255
741,1,5,STANDING,1.019201
742,1,5,STANDING,1.021377
743,1,5,STANDING,1.022984
744,1,5,STANDING,1.022081
745,1,5,STANDING,1.021746
746,1,5,STANDING,1.020504
747,1,5,STANDING,1.018777
748,1,5,STANDING,1.018234
749,1,5,STANDING,1.018429
750,1,5,STANDING,1.018682
751,1,5,STANDING,1.020081
752,1,5,STANDING,1.021598
753,1,5,STANDING,1.022055
754,1,5,STANDING,1.021653
755,1,5,STANDING,1.019333
756,1,5,STANDING,1.018934
757,1,5,STANDING,1.020357
758,1,5,STANDING,1.020879
759,1,5,STANDING,1.022474
760,1,5,STANDING,1.020838
761,1,5,STANDING,1.018164
762,1,5,STANDING,1.019736
763,1,5,STANDING,1.019956
764,1,5,STANDING,1.019887
765,1,5,STANDING,1.021387
766,1,5,STANDING,1.020704
767,1,5,STANDING,1.019645
768,1,5,STANDING,1.0194
769,1,5,STANDING,1.019465
770,1,5,STANDING,1.020643
771,1,5,STANDING,1.022011
772,1,5,STANDING,1.022496
773,1,5,STANDING,1.022227
774,1,5,STANDING,1.022079
775,1,5,STANDING,1.022326
776,1,5,STANDING,1.022229
777,1,5,STANDING,1.022135
778,1,5,STANDING,1.022319
779,1,5,STANDING,1.022175
780,1,5,STANDING,1.022559
781,1,5,STANDING,1.024077
782,1,5,STANDING,1.025468
783,1,5,STANDING,1.024908
784,1,5,STANDING,1.02279
785,1,5,STANDING,1.021849
786,1,5,STANDING,1.022145
787,1,5,STANDING,1.022178
788,1,5,STANDING,1.021354
789,1,5,STANDING,1.02077
790,1,5,STANDING,1.022645
791,1,5,STANDING,1.024348
792,1,5,STANDING,1.02344
793,1,5,STANDING,1.022417
794,1,5,STANDING,1.022147
795,1,5,STANDING,1.02213
796,1,5,STANDING,1.022294
797,1,5,STANDING,1.022241
798,1,5,STANDING,1.021979
799,1,5,STANDING,1.021549
800,1,5,STANDING,1.021469
801,1,5,STANDING,1.02233
802,1,5,STANDING,1.02242
803,1,5,STANDING,1.020811
804,1,5,STANDING,1.019889
805,1,5,STANDING,1.020347
806,1,5,STANDING,1.021821
807,1,5,STANDING,1.022886
808,1,5,STANDING,1.021973
809,1,5,STANDING,1.022052
810,1,5,STANDING,1.022217
811,1,5,STANDING,1.02014
812,1,5,STANDING,1.01901
813,1,5,STANDING,1.019309
814,1,5,STANDING,1.01967
815,1,5,STANDING,1.01926
816,1,5,STANDING,1.018701
817,1,5,STANDING,1.019819
818,1,5,STANDING,1.021144
819,1,5,STANDING,1.021024
820,1,5,STANDING,1.019429
821,1,5,STANDING,1.017873
822,1,5,STANDING,1.016584
823,1,5,STANDING,1.016271
824,1,5,STANDING,1.018988
825,1,5,STANDING,1.020634
826,1,5,STANDING,1.021252
827,1,5,STANDING,1.022075
828,1,5,STANDING,1.019258
829,1,5,STANDING,1.017782
830,1,5,STANDING,1.018658
831,1,5,STANDING,1.018698
832,1,5,STANDING,1.02077
833,1,5,STANDING,1.021561
834,1,5,STANDING,1.021268
835,1,5,STANDING,1.022727
836,1,5,STANDING,1.022307
837,1,5,STANDING,1.021894
838,1,5,STANDING,1.022508
839,1,5,STANDING,1.021737
840,1,5,STANDING,1.020421
841,1,5,STANDING,1.019524
842,1,5,STANDING,1.021811
843,1,5,STANDING,1.024737
844,1,5,STANDING,1.022451
845,1,5,STANDING,1.019446
846,1,5,STANDING,1.019363
847,1,5,STANDING,1.019323
848,1,5,STANDING,1.019683
849,1,5,STANDING,1.020637
850,1,5,STANDING,1.021779
851,1,5,STANDING,1.022596
852,1,5,STANDING,1.021199
853,1,5,STANDING,1.020342
854,1,5,STANDING,1.021051
855,1,5,STANDING,1.020814
856,1,5,STANDING,1.020776
857,1,5,STANDING,1.020728
858,1,5,STANDING,1.019867
859,1,5,STANDING,1.019596
860,1,5,STANDING,1.021074
861,1,5,STANDING,1.022817
862,1,5,STANDING,1.02146
863,1,5,STANDING,1.02023
864,1,5,STANDING,1.022005
865,1,5,STANDING,1.02263
866,1,5,STANDING,1.022053
867,1,5,STANDING,1.022225
868,1,5,STANDING,1.022259
869,1,5,STANDING,1.022207
870,1,5,STANDING,1.022394
